OrderID,OrderDate,CustomerID,CustomerName,City,Region,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,Discount,TotalPrice,SalesChannel,SalesRep,ShippingDate,ShippingMode,PaymentMethod,ReturnFlag
ORD100555,26-04-2023,C1060,Customer_114,Chennai,South,P001,Laptop A,Electronics,Laptops,3,1021.14,0,3063.42,Offline,Rahul Jain,03-05-2023,SameDay,UPI,No
ORD100997,13-08-2023,C1238,Customer_291,Chennai,South,P006,Office Chair,Furniture,Chairs,3,131.61,0.03,382.99,Online,,20-08-2023,Standard,Credit Card,No
ORD100093,13-04-2024,C1232,Customer_47,Hyderabad,South,P015,Projector,Electronics,AV,4,699.21,0.05,2657,Online,,17-04-2024,SameDay,UPI,No
ORD100224,10-12-2024,C1253,Customer_282,Kolkata,East,P003,Smartphone A,Electronics,Phones,5,743.71,0.03,3606.99,Offline,Amit Verma,19-12-2024,SameDay,UPI,No
ORD101197,08-06-2023,C1106,Customer_118,Mumbai,West,P021,Mouse,Electronics,Accessories,4,18.64,0,74.56,Offline,Rita Patel,11-06-2023,SameDay,Cash,No
ORD100976,02-04-2023,C1030,Customer_393,Jaipur,North,P018,Stapler,Office Supplies,Stationery,2,6.26,0,12.52,Online,Priya Singh,09-04-2023,SameDay,Cash,No
ORD100674,23-07-2024,C1232,Customer_197,Pune,West,P002,Laptop B,Electronics,Laptops,2,839.79,0.05,1595.6,Offline,Priya Singh,01-08-2024,Express,NetBanking,No
ORD100378,19-10-2024,C1275,Customer_417,Lucknow,North,P009,Desk Lamp,Office Supplies,Lamps,5,32.67,0,163.35,Online,Saurabh Sen,20-10-2024,Express,UPI,No
ORD100890,15-10-2023,C1178,Customer_455,Kolkata,East,P007,Office Table,Furniture,Tables,2,274.33,0,548.66,Offline,,19-10-2023,Express,Cash,No
ORD101043,26-04-2024,C1081,Customer_291,Bengaluru,South,P009,Desk Lamp,Office Supplies,Lamps,2,37.59,0.05,71.42,Online,Saurabh Sen,30-04-2024,Standard,UPI,No
ORD101036,02-05-2024,C1102,Customer_166,Pune,West,P024,Water Cooler,Appliances,Kitchen,1,212.95,0,212.95,Online,,02-05-2024,Express,UPI,No
ORD100477,04-10-2023,C1293,Customer_429,Pune,West,P027,Calculator,Office Supplies,Electronics,1,13.26,0.05,12.6,Offline,Lina Das,06-10-2023,SameDay,NetBanking,No
ORD100370,12-01-2023,C1141,Customer_349,Hyderabad,South,P026,Binder,Office Supplies,Stationery,1,4.52,0.05,4.29,Online,Rahul Jain,14-01-2023,SameDay,UPI,No
ORD100761,16-07-2024,C1044,Customer_288,Bengaluru,South,P028,Phone Stand,Electronics,Accessories,3,11.8,0.05,33.63,Online,Saurabh Sen,25-07-2024,Express,Credit Card,Yes
ORD100328,06-10-2023,C1053,Customer_199,Mumbai,West,P016,Filing Cabinet,Furniture,Storage,5,294.2,,1471,Offline,,11-10-2023,SameDay,NetBanking,No
ORD100178,07-05-2023,C1215,Customer_192,Delhi,North,P002,Laptop B,Electronics,Laptops,3,850.97,0.03,2476.32,Offline,Amit Verma,12-05-2023,Standard,NetBanking,No
ORD100977,12-04-2024,C1287,Customer_407,Chennai,South,P016,Filing Cabinet,Furniture,Storage,1,307.17,0.15,261.09,Offline,,14-04-2024,Express,Cash,No
ORD100070,02-10-2024,C1026,Customer_105,Mumbai,West,P017,Whiteboard,Office Supplies,Boards,1,63.14,0,63.14,Offline,Neha Sharma,07-10-2024,SameDay,UPI,No
ORD101114,30-05-2024,C1290,Customer_99,Kolkata,East,P029,Desk Organizer,Office Supplies,Storage,4,16.24,0.05,61.71,Online,Amit Verma,07-06-2024,Standard,Cash,No
ORD100588,30-03-2024,C1121,Customer_440,Mumbai,West,P024,Water Cooler,Appliances,Kitchen,2,237.66,0.05,451.55,Online,Vikram Rao,31-03-2024,Express,UPI,No
ORD100606,30-08-2024,C1002,Customer_270,Chennai,South,P012,Headphones,Electronics,Accessories,3,78.4,0.03,228.14,Online,,04-09-2024,SameDay,UPI,No
ORD100663,30-03-2023,C1004,Customer_64,Jaipur,North,P001,Laptop A,Electronics,Laptops,2,1076.62,0,2153.24,Online,Karan Mehta,06-04-2023,Express,UPI,No
ORD100128,05-02-2024,C1024,Customer_123,Delhi,North,P020,SSD 512GB,Electronics,Storage,2,119.72,,239.44,Online,Vikram Rao,06-02-2024,Standard,Cash,No
ORD100273,23-07-2024,C1034,Customer_180,Hyderabad,South,P003,Smartphone A,Electronics,Phones,1,726.85,0,726.85,Online,,23-07-2024,Standard,UPI,No
ORD100854,07-03-2024,C1274,Customer_431,Mumbai,West,P003,Smartphone A,Electronics,Phones,2,561.62,0,1123.24,Online,Rita Patel,13-03-2024,Express,NetBanking,No
ORD100048,02-02-2024,C1010,Customer_319,Mumbai,West,P001,Laptop A,Electronics,Laptops,4,1137.14,0.03,4412.1,Offline,Sneha Kapoor,08-02-2024,SameDay,Credit Card,No
ORD100439,18-02-2023,C1116,Customer_214,Kolkata,East,P018,Stapler,Office Supplies,Stationery,6,5.88,0.05,33.52,Online,Karan Mehta,27-02-2023,SameDay,NetBanking,No
ORD100478,22-11-2024,C1194,Customer_168,Ahmedabad,West,P016,Filing Cabinet,Furniture,Storage,4,336.48,0,1345.92,Offline,Karan Mehta,30-11-2024,Express,NetBanking,No
ORD100087,06-04-2023,C1151,Customer_383,Lucknow,North,P007,Office Table,Furniture,Tables,6,238.06,0.05,1356.94,Offline,Saurabh Sen,06-04-2023,Express,NetBanking,No
ORD100447,02-11-2024,C1020,Customer_286,Lucknow,North,P024,Water Cooler,Appliances,Kitchen,6,230.81,0.03,1343.31,Online,Saurabh Sen,08-11-2024,Express,Credit Card,No
ORD100709,23-10-2024,C1039,Customer_344,Bengaluru,South,P016,Filing Cabinet,Furniture,Storage,4,301.94,0.1,1086.98,Online,,29-10-2024,Standard,NetBanking,No
ORD101104,18-11-2023,C1184,Customer_298,Pune,West,P020,SSD 512GB,Electronics,Storage,2,132.8,0,265.6,Offline,Amit Verma,23-11-2023,SameDay,Credit Card,No
ORD101012,01-05-2024,C1300,Customer_14,Bengaluru,South,P005,"Monitor 24""",Electronics,Monitors,2,157.52,0,315.04,Offline,,05-05-2024,Express,Cash,No
ORD101073,22-09-2024,C1161,Customer_476,Bengaluru,South,P005,"Monitor 24""",Electronics,Monitors,3,178.8,0.05,509.58,Online,Amit Verma,24-09-2024,Standard,NetBanking,No
ORD100130,21-04-2023,C1259,Customer_284,Kolkata,East,P001,Laptop A,Electronics,Laptops,1,1066.4,0,1066.4,Offline,Rahul Jain,26-04-2023,Standard,UPI,No
ORD101148,31-12-2023,C1128,Customer_177,Jaipur,North,P001,Laptop A,Electronics,Laptops,2,1263.58,0.1,2274.44,Offline,Vikram Rao,03-01-2024,Express,Cash,No
ORD100270,10-05-2023,C1249,Customer_333,Pune,West,P023,Coffee Maker,Appliances,Kitchen,1,97.37,0,97.37,Online,Karan Mehta,12-05-2023,Standard,NetBanking,No
ORD100327,08-05-2024,C1258,Customer_69,Pune,West,P011,Pen Set,Office Supplies,Stationery,2,9.02,0.1,16.24,Online,,16-05-2024,SameDay,Credit Card,No
ORD100759,13-11-2024,C1207,Customer_417,Pune,West,P016,Filing Cabinet,Furniture,Storage,1,315.85,0.03,306.37,Offline,Lina Das,15-11-2024,Express,Credit Card,No
ORD100787,14-03-2024,C1098,Customer_476,Delhi,North,P023,Coffee Maker,Appliances,Kitchen,2,78.04,0,156.08,Online,Sneha Kapoor,22-03-2024,SameDay,NetBanking,No
ORD101109,20-10-2023,C1095,Customer_388,Kolkata,East,P026,Binder,Office Supplies,Stationery,1,3.54,0,3.54,Offline,,29-10-2023,SameDay,Credit Card,No
ORD101049,11-10-2023,C1125,Customer_117,Lucknow,North,P018,Stapler,Office Supplies,Stationery,4,5.52,0.1,19.87,Online,,12-10-2023,SameDay,NetBanking,No
ORD101187,26-05-2023,C1160,Customer_310,Hyderabad,South,P008,Printer A,Electronics,Printers,4,192.98,0,771.92,Offline,,02-06-2023,SameDay,NetBanking,No
ORD100730,01-12-2023,C1265,Customer_466,Kolkata,East,P022,Keyboard,Electronics,Accessories,3,30.45,0,91.35,Online,Amit Verma,02-12-2023,Standard,Cash,No
ORD100155,23-04-2023,C1073,Customer_102,Ahmedabad,West,P018,Stapler,Office Supplies,Stationery,4,6.05,0.05,22.99,Online,Rahul Jain,28-04-2023,Express,UPI,No
ORD101149,30-06-2023,C1198,Customer_132,Bengaluru,South,P021,Mouse,Electronics,Accessories,4,18.99,0.05,72.16,Offline,Saurabh Sen,02-07-2023,Standard,NetBanking,No
ORD100713,11-09-2024,C1277,Customer_203,Bengaluru,South,P027,Calculator,Office Supplies,Electronics,1,15.07,0,15.07,Online,Amit Verma,11-09-2024,Standard,UPI,No
ORD100558,19-07-2024,C1142,Customer_486,Delhi,North,P001,Laptop A,Electronics,Laptops,3,1209.8,0.03,3520.52,Online,Lina Das,20-07-2024,Standard,UPI,Yes
ORD100855,29-12-2023,C1052,Customer_57,Pune,West,P008,Printer A,Electronics,Printers,2,250.51,0.05,475.97,Offline,,03-01-2024,Standard,NetBanking,No
ORD100030,02-11-2024,C1019,Customer_440,Hyderabad,South,P014,Webcam,Electronics,Accessories,4,50.28,0,201.12,Offline,,02-11-2024,SameDay,NetBanking,No
ORD100578,28-07-2023,C1264,Customer_442,Lucknow,North,P026,Binder,Office Supplies,Stationery,5,3.48,0,17.4,Offline,Sneha Kapoor,01-08-2023,Express,Cash,No
ORD100352,07-07-2024,C1223,Customer_142,Chennai,South,P015,Projector,Electronics,AV,4,636,0.03,2467.68,Online,Lina Das,13-07-2024,Express,Cash,No
ORD100866,16-04-2023,C1038,Customer_294,Hyderabad,South,P015,Projector,Electronics,AV,6,553.74,0.1,2990.2,Online,Saurabh Sen,19-04-2023,Express,NetBanking,No
ORD100766,16-10-2024,C1261,Customer_310,Kolkata,East,P023,Coffee Maker,Appliances,Kitchen,1,82.01,0.03,79.55,Online,,16-10-2024,SameDay,NetBanking,No
ORD100194,28-03-2023,C1146,Customer_9,Ahmedabad,West,P002,Laptop B,Electronics,Laptops,5,1086.5,0.05,5160.88,Offline,,04-04-2023,Standard,Cash,Yes
ORD101131,10-06-2023,C1267,Customer_202,Jaipur,North,P002,Laptop B,Electronics,Laptops,4,978.73,0,3914.92,Online,,12-06-2023,SameDay,UPI,No
ORD101080,08-05-2024,C1088,Customer_90,Jaipur,North,P005,"Monitor 24""",Electronics,Monitors,3,178.45,0,535.35,Online,Amit Verma,09-05-2024,Standard,UPI,No
ORD101065,03-09-2024,C1109,Customer_95,Mumbai,West,P017,Whiteboard,Office Supplies,Boards,5,79.13,0.05,375.87,Online,,09-09-2024,SameDay,UPI,No
ORD100898,09-09-2024,C1013,Customer_491,Hyderabad,South,P005,"Monitor 24""",Electronics,Monitors,3,195.74,0,587.22,Offline,Rita Patel,11-09-2024,Express,Cash,No
ORD100179,20-02-2023,C1275,Customer_202,Pune,West,P029,Desk Organizer,Office Supplies,Storage,6,19.28,0.1,104.11,Offline,Priya Singh,26-02-2023,SameDay,NetBanking,No
ORD101169,24-12-2023,C1221,Customer_406,Delhi,North,P028,Phone Stand,Electronics,Accessories,4,11.47,0,45.88,Online,Amit Verma,24-12-2023,Standard,Credit Card,No
ORD101126,26-02-2023,C1255,Customer_94,Chennai,South,P001,Laptop A,Electronics,Laptops,5,1038.99,0,5194.95,Online,,04-03-2023,SameDay,UPI,No
ORD101066,26-01-2024,C1061,Customer_329,Jaipur,North,P011,Pen Set,Office Supplies ,Stationery,2,7.28,0,14.56,Offline,Karan Mehta,29-01-2024,SameDay,UPI,No
ORD100010,15-07-2024,C1271,Customer_471,Lucknow,North,P017,Whiteboard,Office Supplies,Boards,2,73.41,0,146.82,Online,,24-07-2024,SameDay,NetBanking,No
ORD100354,15-10-2023,C1015,Customer_417,Lucknow,North,P027,Calculator,Office Supplies,Electronics,1,13.98,0,13.98,Online,Vikram Rao,15-10-2023,SameDay,Credit Card,No
ORD100067,17-10-2024,C1226,Customer_470,Ahmedabad,West,P022,Keyboard,Electronics,Accessories,3,40,0,120,Online,,17-10-2024,Express,Credit Card,No
ORD100833,21-10-2023,C1134,Customer_450,Ahmedabad,West,P010,Notebook Pack,Office Supplies,Paper,6,12.66,0,75.96,Online,Rita Patel,29-10-2023,SameDay,UPI,No
ORD100209,07-11-2024,C1186,Customer_59,Hyderabad,South,P006,Office Chair,Furniture,Chairs,5,156.81,0,784.05,Offline,,16-11-2024,Express,NetBanking,No
ORD100145,21-04-2023,C1082,Customer_166,Lucknow,North,P017,Whiteboard,Office Supplies,Boards,3,74.97,0.03,218.16,Online,,23-04-2023,Express,Credit Card,No
ORD100423,12-03-2024,C1292,Customer_80,Chennai,South,P029,Desk Organizer,Office Supplies,Storage,2,17.29,0,34.58,Online,Sneha Kapoor,18-03-2024,Standard,UPI,No
ORD100852,19-01-2024,C1133,Customer_429,Pune,West,P011,Pen Set,Office Supplies,Stationery,3,7.37,0.05,21,Online,Priya Singh,21-01-2024,Standard,Credit Card,No
ORD100950,12-07-2024,C1055,Customer_370,Hyderabad,South,P013,Router,Electronics,Networking,2,105.54,0.03,204.75,Online,Neha Sharma,18-07-2024,Standard,UPI,No
ORD100861,02-04-2024,C1143,Customer_493,Jaipur,North,P018,Stapler,Office Supplies,Stationery,1,5.67,0.05,5.39,Offline,Neha Sharma,08-04-2024,Express,NetBanking,No
ORD100778,03-10-2023,C1111,Customer_473,Lucknow,North,P022,Keyboard,Electronics,Accessories,6,30.33,0,181.98,Online,Vikram Rao,07-10-2023,Express,UPI,No
ORD100092,02-01-2024,C1111,Customer_228,Bengaluru,South,P019,External HDD 1TB,Electronics,Storage,1,74.37,0.03,72.14,Offline,,05-01-2024,Express,Cash,No
ORD101063,21-04-2024,C1211,Customer_423,Chennai,South,P002,Laptop B,Electronics,Laptops,1,841.32,0,841.32,Offline,Rita Patel,25-04-2024,Standard,Cash,No
ORD100214,23-10-2023,C1053,Customer_152,Hyderabad,South,P019,External HDD 1TB,electronics,Storage,5,83.4,0.05,396.15,Offline,Rita Patel,30-10-2023,SameDay,NetBanking,No
ORD100359,28-07-2023,C1039,Customer_265,Lucknow,North,P011,Pen Set,Office Supplies,Stationery,2,9.19,0,18.38,Offline,,02-08-2023,SameDay,NetBanking,No
ORD100991,29-03-2023,C1158,Customer_169,Pune,West,P030,Laptop Sleeve,Electronics ,Accessories,1,23.6,0,23.6,Offline,Rahul Jain,30-03-2023,Standard,NetBanking,No
ORD100837,12-12-2024,C1031,Customer_480,Lucknow,North,P009,Desk Lamp,Office Supplies,Lamps,5,38.43,0,192.15,Online,Rita Patel,16-12-2024,Standard,UPI,No
ORD100195,09-11-2023,C1181,Customer_137,Pune,West,P017,Whiteboard,Office Supplies,Boards,1,64.16,0.03,62.24,Online,Priya Singh,16-11-2023,SameDay,NetBanking,No
ORD100296,28-02-2023,C1141,Customer_134,Hyderabad,South,P004,Smartphone B,Electronics,Phones,1,438.94,,438.94,Offline,Vikram Rao,05-03-2023,Express,Credit Card,No
ORD101055,29-12-2023,C1155,Customer_49,Delhi,North,P010,Notebook Pack,Office Supplies,Paper,3,11.16,0.05,31.81,Online,Rita Patel,26-12-2023,SameDay,Cash,No
ORD100386,09-06-2024,C1132,Customer_96,Jaipur,North,P004,Smartphone B,Electronics,Phones,2,379.29,0.1,682.72,Offline,,07-06-2024,SameDay,NetBanking,No
ORD100389,30-08-2023,C1273,Customer_369,Bengaluru,South,P026,Binder,Office Supplies,Stationery,1,4.16,0,4.16,Offline,,29-08-2023,Express,Cash,No
ORD100932,23-03-2024,C1110,Customer_388,Mumbai,West,P002,Laptop B,Electronics,Laptops,3,921.26,0.03,2680.87,Offline,,23-03-2024,SameDay,UPI,No
ORD100360,17-03-2024,C1071,Customer_226,Kolkata,East,P009,Desk Lamp,Office Supplies ,Lamps,1,39.81,0.03,38.62,Offline,Karan Mehta,25-03-2024,Express,Cash,No
ORD100988,26-03-2023,C1162,Customer_272,Chennai,South,P022,Keyboard,Electronics,Accessories,1,34.31,0,34.31,Online,Sneha Kapoor,31-03-2023,Express,Cash,No
ORD100843,10-08-2024,C1110,Customer_179,Ahmedabad,West,P015,Projector,Electronics,AV,1,654.6,0.15,556.41,Online,Amit Verma,10-08-2024,Standard,Cash,No
ORD101146,04-06-2024,C1053,Customer_351,Delhi,North,P011,Pen Set,Office Supplies,Stationery,5,8.09,0,40.45,Offline,Saurabh Sen,11-06-2024,SameDay,NetBanking,No
ORD101100,09-07-2024,C1249,Customer_389,Hyderabad,South,P003,Smartphone A,Electronics,Phones,3,656.95,0.03,1911.72,Offline,Amit Verma,18-07-2024,Express,Credit Card,No
ORD100188,21-09-2024,C1104,Customer_204,Hyderabad,South,P016,Filing Cabinet,Furniture,Storage,3,332.46,0,997.38,Offline,,27-09-2024,Standard,Credit Card,No
ORD100445,16-08-2023,C1224,Customer_444,Mumbai,West,P008,Printer A,Electronics,Printers,1,189.22,0.1,170.3,Offline,Neha Sharma,24-08-2023,SameDay,NetBanking,No
ORD100086,11-07-2023,C1212,Customer_90,Mumbai,West,P004,Smartphone B,Electronics,Phones,4,429.57,0,1718.28,Offline,,11-07-2023,SameDay,UPI,No
ORD100034,29-09-2024,C1169,Customer_320,Pune,West,P009,Desk Lamp,Office Supplies,Lamps,3,31.27,0.15,79.74,Online,Saurabh Sen,05-10-2024,SameDay,NetBanking,No
ORD100199,07-01-2023,C1203,Customer_476,Mumbai,West,P018,Stapler,Office Supplies,Stationery,4,6.24,0.05,23.71,Online,,09-01-2023,Standard,NetBanking,No
ORD100521,16-07-2024,C1214,Customer_88,Kolkata,East,P012,Headphones,Electronics,Accessories,3,84.3,0.05,240.25,Offline,Rahul Jain,19-07-2024,SameDay,Credit Card,No
ORD101170,26-08-2024,C1095,Customer_241,Mumbai,West,P022,Keyboard,Electronics,Accessories,3,39.84,0.05,113.54,Online,Neha Sharma,26-08-2024,SameDay,NetBanking,No
ORD100527,25-09-2024,C1036,Customer_198,Pune,West,P025,Project Mouse,electronics,Accessories,1,25.68,0,25.68,Online,,27-09-2024,SameDay,Cash,No
ORD100347,01-03-2023,C1151,Customer_492,Pune,West,P030,Laptop Sleeve,Electronics,Accessories,5,23.13,0.05,109.87,Online,Rita Patel,10-03-2023,Standard,NetBanking,No
ORD100552,11-02-2024,C1154,Customer_139,Delhi,North,P010,Notebook Pack,Office Supplies,Paper,3,11.59,0,34.77,Online,,12-02-2024,Standard,NetBanking,No
ORD100045,14-04-2023,C1207,Customer_371,Ahmedabad,West,P024,Water Cooler,Appliances,Kitchen,1,227.02,0,227.02,Online,Rita Patel,16-04-2023,Express,Cash,Yes
ORD100488,28-02-2024,C1169,Customer_216,Ahmedabad,West,P021,Mouse,Electronics,Accessories,5,21.44,0,107.2,Offline,Lina Das,07-03-2024,Express,Credit Card,No
ORD101014,26-10-2024,C1246,Customer_18,Kolkata,East,P016,Filing Cabinet,Furniture,Storage,3,320.64,0,961.92,Offline,Neha Sharma,31-10-2024,Express,NetBanking,No
ORD100794,25-01-2024,C1286,Customer_500,Bengaluru,South,P007,Office Table,Furniture,Tables,3,255.08,0,765.24,Online,Rahul Jain,30-01-2024,SameDay,UPI,No
ORD100472,24-07-2024,C1273,Customer_41,Pune,West,P013,Router,Electronics,Networking,1,85.37,0.03,82.81,Offline,Rahul Jain,24-07-2024,SameDay,Cash,No
ORD100818,04-03-2023,C1080,Customer_16,Pune,West,P023,Coffee Maker,Appliances,Kitchen,3,77.62,0.03,225.87,Online,,09-03-2023,Express,Credit Card,No
ORD100583,23-09-2024,C1186,Customer_344,Mumbai,West,P024,Water Cooler,Appliances,Kitchen,1,231.61,0,231.61,Online,,27-09-2024,Express,UPI,No
ORD100000,13-04-2023,C1119,Customer_259,Chennai,South,P021,Mouse,Electronics,Accessories,1,21.78,0.05,20.69,Online,Sneha Kapoor,17-04-2023,Standard,Credit Card,No
ORD100681,18-03-2024,C1185,Customer_6,Jaipur,North,P008,Printer A,Electronics,Printers,3,204.89,0.05,583.94,Online,Sneha Kapoor,18-03-2024,Express,Cash,No
ORD100540,09-03-2023,C1075,Customer_410,Lucknow,North,P024,Water Cooler,Appliances,Kitchen,3,251.69,0,755.07,Offline,,14-03-2023,Express,UPI,No
ORD101089,11-01-2024,C1279,Customer_226,Hyderabad,South,P016,Filing Cabinet,Furniture,Storage,5,308.77,0,1543.85,Online,,15-01-2024,SameDay,Cash,No
ORD100448,01-03-2024,C1027,Customer_354,Mumbai,West,P013,Router,Electronics,Networking,4,104.34,0.03,404.84,Online,Vikram Rao,05-03-2024,Express,UPI,No
ORD100712,14-02-2023,C1049,Customer_409,Delhi,North,P030,Laptop Sleeve,Electronics,Accessories,1,19.79,0.05,18.8,Online,Neha Sharma,19-02-2023,Standard,UPI,No
ORD100592,23-06-2024,C1264,Customer_366,Jaipur,North,P021,Mouse,Electronics,Accessories,1,21.28,0.1,19.15,Online,Amit Verma,25-06-2024,SameDay,UPI,No
ORD101180,03-01-2024,C1244,Customer_312,Pune,West,P020,SSD 512GB,Electronics,Storage,2,136.01,0.03,263.86,Offline,,09-01-2024,SameDay,Credit Card,No
ORD100101,14-06-2024,C1190,Customer_416,Chennai,South,P014,Webcam,Electronics,Accessories,3,44.17,0,132.51,Offline,Rahul Jain,23-06-2024,Express,Credit Card,No
ORD100431,10-02-2024,C1226,Customer_320,Hyderabad,South,P012,Headphones,Electronics,Accessories,4,79.4,0.15,269.96,Offline,Lina Das,14-02-2024,Express,NetBanking,No
ORD100039,03-05-2024,C1054,Customer_399,Ahmedabad,West,P014,Webcam,Electronics ,Accessories,2,52.86,0.1,95.15,Online,,03-05-2024,Express,Cash,No
ORD100487,20-10-2024,C1039,Customer_351,Chennai,South,P024,Water Cooler,Appliances,Kitchen,1,251.47,0,251.47,Offline,Saurabh Sen,28-10-2024,SameDay,Credit Card,No
ORD100016,15-08-2024,C1055,Customer_128,Pune,West,P022,Keyboard,Electronics,Accessories,4,37.22,0.03,144.41,Offline,Rita Patel,24-08-2024,Standard,Credit Card,No
ORD100736,07-09-2023,C1266,Customer_493,Delhi,North,P008,Printer A,Electronics ,Printers,3,223.17,0,669.51,Online,Amit Verma,16-09-2023,Standard,Credit Card,No
ORD100811,24-11-2024,C1154,Customer_320,Delhi,North,P012,Headphones,Electronics,Accessories,4,86.17,0.05,327.45,Online,Lina Das,02-12-2024,Express,UPI,No
ORD100148,12-03-2024,C1279,Customer_149,Ahmedabad,West,P002,Laptop B,Electronics,Laptops,1,836.51,0,836.51,Offline,,15-03-2024,SameDay,Cash,No
ORD101115,12-05-2023,C1134,Customer_221,Lucknow,North,P014,Webcam,Electronics,Accessories,1,51.24,0,51.24,Offline,,21-05-2023,Express,UPI,No
ORD100177,13-11-2024,C1032,Customer_278,Chennai,South,P015,Projector,Electronics,AV,3,734.26,0.03,2136.7,Online,Neha Sharma,20-11-2024,Standard,NetBanking,No
ORD100136,02-08-2023,C1156,Customer_229,Pune,West,P026,Binder,Office Supplies,Stationery,5,3.5,0.1,15.75,Online,Neha Sharma,02-08-2023,Standard,UPI,No
ORD100336,11-02-2024,C1088,Customer_377,Ahmedabad,West,P019,External HDD 1TB,Electronics,Storage,5,83.24,0,416.2,Online,,19-02-2024,Standard,UPI,No
ORD100729,09-10-2024,C1233,Customer_484,Kolkata,East,P013,Router,Electronics,Networking,2,105.75,0,211.5,Online,Rita Patel,12-10-2024,Express,Credit Card,No
ORD100118,12-03-2024,C1076,Customer_171,Hyderabad,South,P020,SSD 512GB,Electronics,Storage,4,123.07,0.05,467.67,Online,Karan Mehta,14-03-2024,SameDay,Cash,No
ORD100593,08-06-2024,C1167,Customer_410,Bengaluru,South,P025,Project Mouse,Electronics,Accessories,1,21.69,0,21.69,Offline,,12-06-2024,Express,Cash,No
ORD100717,06-08-2024,C1300,Customer_361,Hyderabad,South,P006,Office Chair,Furniture,Chairs,2,171.88,0.05,326.57,Offline,Priya Singh,06-08-2024,SameDay,Cash,No
ORD101124,18-12-2023,C1173,Customer_232,Chennai,South,P023,Coffee Maker,Appliances,Kitchen,1,99.33,0,99.33,Offline,Priya Singh,26-12-2023,Express,NetBanking,No
ORD100667,27-11-2023,C1218,Customer_329,Lucknow,North,P019,External HDD 1TB,Electronics ,Storage,2,77.13,0.1,138.83,Offline,Sneha Kapoor,01-12-2023,Standard,UPI,No
ORD100064,23-07-2024,C1136,Customer_424,Chennai,South,P002,Laptop B,Electronics,Laptops,1,816.19,0.05,775.38,Offline,Priya Singh,28-07-2024,Express,NetBanking,No
ORD100841,20-03-2024,C1162,Customer_8,Ahmedabad,West,P027,Calculator,Office Supplies,Electronics,2,13.86,,27.72,Online,Priya Singh,26-03-2024,SameDay,NetBanking,No
ORD100612,05-01-2023,C1095,Customer_223,Jaipur,North,P012,Headphones,Electronics,Accessories,1,74.94,0,74.94,Offline,,05-01-2023,Express,Cash,No
ORD100112,10-09-2023,C1078,Customer_390,Lucknow,North,P017,Whiteboard,Office Supplies,Boards,2,79.25,0.03,153.75,Online,,18-09-2023,Express,NetBanking,No
ORD100192,24-04-2023,C1277,Customer_329,Jaipur,North,P025,Project Mouse,Electronics,Accessories,4,24.98,0,99.92,Offline,Rahul Jain,01-05-2023,Express,NetBanking,No
ORD100752,30-03-2024,C1099,Customer_359,Pune,West,P018,Stapler,Office Supplies,Stationery,5,6.89,0.05,32.73,Offline,Karan Mehta,30-03-2024,Express,Credit Card,No
ORD100393,07-07-2024,C1116,Customer_161,Bengaluru,South,P021,Mouse,Electronics,Accessories,6,22.35,0.05,127.4,Offline,Neha Sharma,15-07-2024,SameDay,Cash,No
ORD100644,30-11-2024,C1080,Customer_484,Bengaluru,South,P014,Webcam,Electronics,Accessories,1,50.34,0.1,45.31,Online,Rita Patel,06-12-2024,Standard,Credit Card,No
ORD100992,07-03-2024,C1129,Customer_141,Chennai,South,P004,Smartphone B,Electronics,Phones,2,428.05,0.03,830.42,Online,Lina Das,15-03-2024,SameDay,UPI,No
ORD100505,06-08-2024,C1103,Customer_91,Delhi,North,P010,Notebook Pack,Office Supplies,Paper,1,12.48,0,12.48,Offline,Saurabh Sen,06-08-2024,Express,Credit Card,No
ORD100720,02-09-2023,C1127,Customer_411,Chennai,South,P026,Binder,Office Supplies,Stationery,2,3.54,0,7.08,Online,Sneha Kapoor,11-09-2023,Express,UPI,No
ORD100703,14-12-2024,C1147,Customer_331,Pune,West,P015,Projector,Electronics,AV,4,736.29,0.05,2797.9,Online,Saurabh Sen,17-12-2024,SameDay,Cash,No
ORD100041,24-05-2023,C1126,Customer_431,Jaipur,North,P011,Pen Set,Office Supplies,Stationery,3,8.76,0,26.28,Offline,,25-05-2023,Express,NetBanking,No
ORD100211,01-09-2024,C1037,Customer_230,Pune,West,P028,Phone Stand,Electronics,Accessories,4,12.36,0,49.44,Offline,Rahul Jain,01-09-2024,Standard,UPI,No
ORD100186,10-06-2023,C1040,Customer_473,Jaipur,North,P028,Phone Stand,Electronics,Accessories,3,11.5,0.03,33.46,Online,Saurabh Sen,11-06-2023,Express,NetBanking,No
ORD100124,31-07-2024,C1190,Customer_284,Lucknow,North,P010,Notebook Pack,Office Supplies,Paper,5,13.1,0.03,63.53,Offline,Rahul Jain,01-08-2024,SameDay,NetBanking,No
ORD100358,16-09-2023,C1020,Customer_333,Chennai,South,P016,Filing Cabinet,Furniture,Storage,1,272.13,0,272.13,Offline,Sneha Kapoor,21-09-2023,Standard,UPI,No
ORD100152,28-04-2023,C1201,Customer_259,Hyderabad,South,P028,Phone Stand,Electronics ,Accessories,1,11.13,0.03,10.8,Offline,Sneha Kapoor,06-05-2023,Express,Cash,No
